3 4 4 4 
0.814690315073 0.868493161271 0.653659120282 0 0.427270245527  0.000909367095598 
0.829225723767 0.837324304744 0.461611500799 0 0.21308517767  0.00314759641581 
0.838219947767 0.853325492871 0.382939721255 0 0.146642830115  0.00140529864343 
0.844335559566 0.821891596631 0.217188478314 0 0.0471708351123  0.00483587273986 
0.813353615094 0.817568846932 0.204773509704 0 0.0419321902764  0.00538555521505 
0.817612220461 0.828918667844 0.0483438885271 0 0.00233713155792  0.00339136454007 
0.820620939247 0.826278385855 -0.0256709076818 0 0.000658995501207  0.0020018527567 
0.81661744814 0.821000734857 0.117003710271 0 0.0136898682173  0.0022165278028 
0.834112348331 0.832982116581 0.0099284724585 0 9.85745653593e-05  0.00977365511408 
0.836219450067 0.802005140326 0.0250365781426 0 0.000626830245088  0.0128518388039 
