3 2 4 4 
0.803621365094 4.94065645841e-323 0.803621365094 4.94065645841e-323 0.803621365094 4.94065645841e-323 
1.14501933413 2.47032822921e-323 1.14501933413 2.47032822921e-323 1.14501933413 2.47032822921e-323 
1.23776822877 9.88131291682e-324 1.23776822877 9.88131291682e-324 1.23776822877 9.88131291682e-324 
1.38093331408 9.88131291682e-324 1.38093331408 9.88131291682e-324 1.38093331408 9.88131291682e-324 
1.46098606957 4.94065645841e-324 1.46098606957 4.94065645841e-324 1.46098606957 4.94065645841e-324 
1.44347935777 0 1.44347935777 0 1.44347935777 0 
1.45335258787 0 1.45335258787 0 1.45335258787 0 
1.5291329471 0 1.5291329471 0 1.5291329471 0 
1.52343386096 0 1.52343386096 0 1.52343386096 0 
1.52275246333 0 1.52275246333 0 1.52275246333 0 
